word,tag
ng,FIL
pagtatayo,FIL
ng,FIL
Orani,OTH
District,OTH
Hospital,OTH
na,FIL
may,FIL
150-bed,OTH
capacity,ENG
sa,FIL
Orani,OTH
;,OTH
rehabilitasyon,FIL
ng,FIL
mga,FIL
ilog,FIL
",",OTH
pagpapatayo,FIL
ng,FIL
multi-purpose,ENG
building,ENG
sa,FIL
Hermosa,OTH
at,FIL
maraming,FIL
iba,FIL
pa,FIL
.,OTH
Noong,FIL
May,OTH
18,OTH
",",OTH
si,FIL
Go,OTH
na,FIL
advocate,ENG
ng,FIL
sports,ENG
development,ENG
ay,FIL
binisita,FIL
nito,FIL
ang,FIL
Bataan,FIL
at,FIL
dumalo,FIL
sa,FIL
lagdaan,FIL
ng,FIL
Deed,OTH
of,OTH
Donation,OTH
para,FIL
sa,FIL
lupang,FIL
pagtatayuan,FIL
ng,FIL
Philippine,OTH
Sports,OTH
Training,OTH
Center,OTH
sa,FIL
Bagac,OTH
",",OTH
Bataan,FIL
.,OTH
Hindi,FIL
naging,FIL
mahirap,FIL
ang,FIL
pagpili,FIL
kay,FIL
Contis,OTH
dahil,FIL
nasa,FIL
dugo,FIL
niya,FIL
ang,FIL
pagiging,FIL
oragon,FIL
:,OTH
ang,FIL
mama,ENG
niya,FIL
ay,FIL
certified,ENG
at,FIL
true,ENG
blooded,ENG
Bicolana,FIL
.,OTH
Kabilang,FIL
sa,FIL
itutulong,FIL
ng,FIL
UN,OTH
ang,FIL
health,ENG
logistics,ENG
",",OTH
inuming,FIL
tubig,FIL
at,FIL
sanitation,ENG
facilities,ENG
.,OTH
Anong,FIL
uri,FIL
ng,FIL
pag-ibig,FIL
ang,FIL
inyong,FIL
pag-ibig,FIL
sa,FIL
Diyos,FIL
?,OTH
As,ENG
usual,ENG
",",OTH
inuna,FIL
na,FIL
naman,FIL
muna,FIL
siyempre,FIL
ang,FIL
bulsa,FIL
.,OTH
Sinagot,FIL
rin,FIL
niya,FIL
ang,FIL
tanong,FIL
kung,FIL
handa,FIL
na,FIL
ba,FIL
siyang,FIL
isiwalat,FIL
sa,FIL
publiko,FIL
kung,FIL
sino,FIL
ang,FIL
ama,FIL
ng,FIL
kanyang,FIL
dinadala,FIL
.,OTH
Kung,FIL
matapang,FIL
na,FIL
hinarap,FIL
ni,FIL
Aquino,OTH
ang,FIL
mga,FIL
Senador,FIL
para,FIL
ipaliwanag,FIL
ang,FIL
kanyang,FIL
naging,FIL
desisyon,FIL
sa,FIL
Dengvaxia,OTH
",",OTH
handa,FIL
ba,FIL
si,FIL
Duterte,OTH
na,FIL
magtungo,FIL
rin,FIL
sa,FIL
Senado,FIL
para,FIL
pakinggan,FIL
ang,FIL
kanyang,FIL
panig,FIL
sa,FIL
mga,FIL
overpriced,ENG
na,FIL
medical,ENG
supplies,ENG
?,OTH
Carry,ENG
me,ENG
to,ENG
freaking,ENG
gold,ENG
pls,OTH
charot,FIL
gusto,FIL
ko,FIL
na,FIL
bumalik,FIL
ng,FIL
iron,ENG
",",OTH
nakakatanga,FIL
makipaglaban,FIL
sa,FIL
mga,FIL
magagaling,FIL
sana,FIL
po,FIL
mam,OTH
matulungan,FIL
niyo,FIL
din,FIL
po,FIL
ako,FIL
para,FIL
magka,FIL
meron,FIL
ng,FIL
patungan,FIL
ng,FIL
masitera,FIL
na,FIL
paninda,FIL
sa,FIL
harapan,FIL
lang,FIL
po,FIL
ng,FIL
bahay,FIL
wala,FIL
ako,FIL
maintindihan,FIL
sa,FIL
subj,OTH
ko,FIL
now,ENG
hsndsmns,OTH
kausapin,FIL
niyo,FIL
lang,FIL
ako,FIL
here,ENG
u,OTH
.,OTH
u,OTH
Nguni't,FIL
kung,FIL
nagkukulang,FIL
ng,FIL
karunungan,FIL
ang,FIL
sinoman,FIL
sa,FIL
inyo,FIL
",",OTH
ay,FIL
humingi,FIL
sa,FIL
Dios,FIL
",",OTH
na,FIL
nagbibigay,FIL
ng,FIL
sagana,FIL
sa,FIL
lahat,FIL
at,FIL
hindi,FIL
nanunumbat,FIL
;,OTH
at,FIL
ito'y,FIL
ibibigay,FIL
sa,FIL
kaniya,FIL
.,OTH
Valentina,OTH
at,FIL
Jane,OTH
de,OTH
Leon,OTH
DAHIL,FIL
sa,FIL
sinulat,FIL
namin,FIL
dito,FIL
sa,FIL
BANDERA,FIL
kahapon,FIL
tungkol,FIL
sa,FIL
mga,FIL
nag-audition,FIL
sa,FIL
karakter,FIL
na,FIL
Valentina,OTH
",",OTH
ang,FIL
iconic,ENG
kontrabida,FIL
ni,FIL
Darna,OTH
ay,FIL
kaliwat,FIL
kanan,FIL
ang,FIL
natanggap,FIL
naming,FIL
tawag,FIL
.,OTH
Lol,OTH
",",OTH
mga,FIL
pinoy,FIL
nga,FIL
nmn,FIL
pg,FIL
artista,FIL
gumawa,FIL
ng,FIL
mali,FIL
walng,FIL
pake,FIL
",",OTH
ipagtatanggol,FIL
p,FIL
tpos,FIL
pg,FIL
wlng,FIL
ginawa,FIL
ang,FIL
mga,FIL
pulis,FIL
sisihinin,FIL
nila,FIL
pero,FIL
pg,FIL
ginawa,FIL
nmn,FIL
daming,FIL
tutol,FIL
mga,FIL
pinoy,FIL
tlg,FIL
npk,FIL
one,ENG
sided,ENG
ng,FIL
utak,FIL
.,OTH
Yung,FIL
babae,FIL
na,FIL
kasabay,FIL
ko,FIL
sa,FIL
jeep,ENG
na,FIL
sinakyan,FIL
ko,FIL
",",OTH
biglang,FIL
hinablot,FIL
ng,FIL
lalaking,FIL
lubak,FIL
ang,FIL
mukha,FIL
at,FIL
pAyat,OTH
eh,FIL
buti,FIL
nga,FIL
hindi,FIL
nakuha,FIL
yung,FIL
phone,ENG
sa,FIL
babae,FIL
.,OTH
follow,ENG
my,ENG
rant,ENG
account,ENG
",",OTH
nahihiya,FIL
na,FIL
ako,FIL
sa,FIL
mga,FIL
followers,ENG
ko,FIL
dito,FIL
Pwede,FIL
bang,FIL
mag,FIL
stay,ENG
nalang,FIL
ako,FIL
sa,FIL
room,ENG
ko,FIL
tapos,FIL
never,ENG
ng,FIL
lumabas,FIL
?,OTH
So,ENG
",",OTH
do,ENG
u,OTH
guys,ENG
prefer,ENG
na,FIL
manahimik,FIL
na,FIL
lang,FIL
and,ENG
let,ENG
things,ENG
be,ENG
kahit,FIL
sobra,FIL
na,FIL
ang,FIL
mga,FIL
nangyayari,FIL
?,OTH
Ito,FIL
ang,FIL
sana,FIL
all,ENG
beh,OTH
HAHAHAHA,OTH
Ayon,FIL
kay,FIL
Presidential,ENG
Communications,ENG
Undersecretary,ENG
Joel,OTH
Egco,OTH
",",OTH
isa,FIL
sa,FIL
mga,FIL
tagapagsalita,FIL
ng,FIL
NTF-ELCAC,OTH
",",OTH
bukod,FIL
sa,FIL
mga,FIL
national,ENG
spokespersons,ENG
",",OTH
magkakaroon,FIL
na,FIL
rin,FIL
sila,FIL
ng,FIL
tagapagsalita,FIL
sa,FIL
bawat,FIL
rehiyon,FIL
.,OTH
Nakakakilig,FIL
po,FIL
kayong,FIL
magkasama,FIL
.,OTH
Patuloy,FIL
na,FIL
tumatanaw,FIL
ng,FIL
utang,FIL
na,FIL
loob,FIL
si,FIL
Senador,FIL
Ronald,OTH
Bato,OTH
dela,OTH
Rosa,OTH
kay,FIL
Pangulong,FIL
Rodrigo,OTH
Duterte,OTH
na,FIL
ayon,FIL
sa,FIL
kanya,FIL
ay,FIL
siyang,FIL
dahilan,FIL
kung,FIL
bakit,FIL
siya,FIL
naluklok,FIL
sa,FIL
kasalukuyang,FIL
puwesto,FIL
.,OTH
Di,FIL
ko,FIL
na,FIL
kinakaya,FIL
ang,FIL
mangyayari,FIL
sa,FIL
last,ENG
episode,ENG
bukas,FIL
.,OTH
Akala,FIL
kasi,FIL
ng,FIL
cai,OTH
mawawala,FIL
lahat,FIL
ng,FIL
luho,FIL
niya,FIL
!,OTH
Marami,FIL
ang,FIL
natawa,FIL
sa,FIL
latest,ENG
vlog,ENG
ng,FIL
mga,FIL
magulang,FIL
ng,FIL
Gonzaga,OTH
sisters,ENG
na,FIL
sina,FIL
Mommy,OTH
Pinty,OTH
at,FIL
Daddy,OTH
Bonoy,OTH
.,OTH
sakit,FIL
sa,FIL
balat,FIL
ang,FIL
init,FIL
kahit,FIL
naka,FIL
bike,ENG
na,FIL
Nakita,FIL
ang,FIL
significant,ENG
decline,ENG
ng,FIL
vaccination,ENG
sa,FIL
bansa,FIL
matapos,FIL
ang,FIL
kontrobersiyang,FIL
inabot,FIL
ng,FIL
Dengvaxia,OTH
",",OTH
ayon,FIL
sa,FIL
lumabas,FIL
na,FIL
resulta,FIL
ng,FIL
isang,FIL
pag-aaral,FIL
mula,FIL
University,OTH
of,OTH
the,OTH
Philippines,OTH
(,OTH
UP,OTH
),OTH
-,OTH
Diliman,FIL
College,OTH
of,OTH
Mass,OTH
Communication,OTH
.,OTH
Ano,FIL
bayan,FIL
Walang,FIL
Tao,FIL
umuwi,FIL
na,FIL
kayo,FIL
Auto,ENG
ban,ENG
na,FIL
ng,FIL
lance,OTH
makakalaban,FIL
ng,FIL
bren,OTH
Bat,FIL
pa,FIL
aq,FIL
mag-aaral,FIL
kung,FIL
ang,FIL
pangarap,FIL
q,FIL
lng,FIL
din,FIL
naman,FIL
ay,FIL
maging,FIL
langgam,FIL
Nagbuga,FIL
rin,FIL
ang,FIL
bulkan,FIL
ng,FIL
sulfur,ENG
dioxide,ENG
na,FIL
9,OTH
",",OTH
123,OTH
tonelada,FIL
kada,FIL
araw,FIL
noong,FIL
Abril,FIL
30,OTH
.,OTH
Pwede,FIL
naman,FIL
kayong,FIL
manood,FIL
",",OTH
pero,FIL
yung,FIL
hiwa-hiwalay,FIL
lang,FIL
at,FIL
bilang,FIL
ang,FIL
mga,FIL
tao,FIL
kung,FIL
hanggang,FIL
ilan,FIL
lang,FIL
.,OTH
Ilang,FIL
beses,FIL
ko,FIL
na,FIL
sinabi,FIL
sa,FIL
inyo,FIL
na,FIL
tigilan,FIL
nyo,FIL
kakaganyan,FIL
nyo,FIL
dahil,FIL
ako,FIL
nanaman,FIL
ang,FIL
nadadamay,FIL
at,FIL
pangalan,FIL
ko,FIL
.,OTH
Sobra,FIL
ang,FIL
pangloloko,FIL
ng,FIL
babainv,OTH
iyan,FIL
Pinag-usapan,FIL
namin,FIL
kamakailan,FIL
lang,FIL
",",OTH
sabi,FIL
ko,FIL
wala,FIL
ka,FIL
bang,FIL
balak,FIL
mag-adopt,FIL
halimbawang,FIL
na-establish,FIL
ko,FIL
na,FIL
ang,FIL
buhay,FIL
natin,FIL
maayos,FIL
na,FIL
may,FIL
ipon,FIL
na,FIL
at,FIL
puwedeng,FIL
hindi,FIL
na,FIL
mag-trabaho,FIL
.,OTH
Kaya,FIL
niyo,FIL
yan,FIL
",",OTH
si,FIL
Jah,OTH
nga,FIL
pinagsabay,FIL
ang,FIL
studies,ENG
at,FIL
pag,FIL
aaral,FIL
eh,OTH
.,OTH
Kinilala,FIL
rin,FIL
na,FIL
Fight,OTH
of,OTH
the,OTH
Year,OTH
ang,FIL
kanilang,FIL
bakbakan,FIL
dahil,FIL
sa,FIL
ganda,FIL
at,FIL
tagisan,FIL
ng,FIL
palitan,FIL
nila,FIL
ng,FIL
kamao,FIL
.,OTH
Umaastang,FIL
ikaw,FIL
ang,FIL
biktema,FIL
?,OTH
Sinuspinde,FIL
ng,FIL
Philippine,OTH
Basketball,OTH
Association,OTH
(,OTH
PBA,OTH
),OTH
ang,FIL
lahat,FIL
ng,FIL
itinakdang,FIL
laro,FIL
ngayong,FIL
linggo,FIL
.,OTH
Imaginine,FIL
nyo,FIL
",",OTH
saan,FIL
ko,FIL
ilalagay,FIL
ang,FIL
300,OTH
patients,ENG
na,FIL
yan,FIL
?,OTH
sa,FIL
ig,OTH
nalang,FIL
kayo,FIL
maglive,FIL
charot,FIL
Ang,FIL
may,FIL
mga,FIL
sakit,FIL
pipilitin,FIL
nlng,FIL
bakunahan,FIL
",",OTH
palibhasa,FIL
",",OTH
walang,FIL
halaga,FIL
ang,FIL
buhay,FIL
ng,FIL
tao,FIL
sa,FIL
governong,FIL
ito,FIL
Kung,FIL
magkakaisa,FIL
ang,FIL
pwersa,FIL
ni,FIL
BBM,OTH
at,FIL
PRRD,OTH
sa,FIL
2022,OTH
aasahan,FIL
natin,FIL
na,FIL
magaganap,FIL
ang,FIL
ating,FIL
pinapangarap,FIL
sa,FIL
ating,FIL
Bansa,FIL
.,OTH
Lahat,FIL
ng,FIL
mga,FIL
umiiral,FIL
na,FIL
programa,FIL
",",OTH
proyekto,FIL
at,FIL
interbensyon,FIL
ng,FIL
gobyerno,FIL
",",OTH
sampu,FIL
ng,FIL
mga,FIL
susunod,FIL
pang,FIL
mga,FIL
gawaing,FIL
pantugon,FIL
sa,FIL
problemang,FIL
ito,FIL
ay,FIL
nakaangkla,FIL
sa,FIL
ilulunsad,FIL
nating,FIL
National,OTH
Food,OTH
Policy,OTH
sa,FIL
mga,FIL
susunod,FIL
na,FIL
linggo,FIL
.,OTH
gusto,FIL
ko,FIL
maglaro,FIL
ng,FIL
sungka,FIL
pede,FIL
bang,FIL
umalis,FIL
kayo,FIL
sa,FIL
isip,FIL
ko,FIL
kahit,FIL
isang,FIL
araw,FIL
lang,FIL
?,OTH
Kapakanan,FIL
muna,FIL
ng,FIL
students,ENG
unahin,FIL
niyo,FIL
!,OTH
Looking,ENG
for,ENG
a,ENG
place,ENG
to,ENG
hangout,ENG
and,ENG
pwede,FIL
mangapitbahay,FIL
at,FIL
makinuod,FIL
hahaha,OTH
bored,ENG
lang,FIL
ako,FIL
sa,FIL
bahay,FIL
and,ENG
ayoko,FIL
ng,FIL
mga,FIL
kasama,FIL
ko,FIL
so,ENG
?,OTH
atlis,FIL
may,FIL
mga,FIL
pusa,FIL
pa,FIL
akong,FIL
kasama,FIL
haha,OTH
meoww,OTH
Baka,FIL
yan,FIL
pa,FIL
ang,FIL
ikamatay,FIL
ko,FIL
Ito,FIL
ang,FIL
iniregalo,FIL
ng,FIL
isa,FIL
sa,FIL
mga,FIL
may-ari,FIL
ng,FIL
cake,ENG
shop,ENG
na,FIL
si,FIL
Gretchen,OTH
Rafael,OTH
Ledesma,OTH
sa,FIL
kanyang,FIL
partner,ENG
na,FIL
si,FIL
Dareen,OTH
Travilla,OTH
na,FIL
palaging,FIL
sumasakit,FIL
ang,FIL
katawan,FIL
at,FIL
mahilig,FIL
magpahid,FIL
ng,FIL
mga,FIL
pain,ENG
reliever,ENG
.,OTH
Ang,FIL
mga,FIL
paunang,FIL
ulat,FIL
ay,FIL
nagpapahiwatig,FIL
na,FIL
ang,FIL
helikopter,FIL
ay,FIL
nag-crash,FIL
sa,FIL
mga,FIL
burol,FIL
sa,FIL
itaas,FIL
ng,FIL
Calabasas,OTH
sa,FIL
mabibigat,FIL
na,FIL
ulap,FIL
.,OTH
Bakit,FIL
tumatayo,FIL
mga,FIL
kalaban,FIL
nila,FIL
ndi,FIL
nauubos,FIL
Di,FIL
ganun,FIL
ang,FIL
bonding,ENG
hahahahaha,OTH
Ang,FIL
Pangit,FIL
naman,FIL
ng,FIL
Pulis,FIL
Babaero,FIL
pa,FIL
ano,FIL
ba,FIL
yan,FIL
pinag,FIL
aawayan,FIL
ang,FIL
Chonggo,OTH
kung,FIL
sino,FIL
man,FIL
ang,FIL
may,FIL
pake,FIL
Hindi,FIL
ito,FIL
natagpuan,FIL
at,FIL
nanatiling,FIL
pugante,FIL
sa,FIL
loob,FIL
ng,FIL
39-taon,OTH
.,OTH
Ang,FIL
dami,FIL
ko,FIL
nakain,FIL
jusko,OTH
!,OTH
Na,FIL
kesyo,FIL
pareho,FIL
raw,FIL
maelya,FIL
ang,FIL
dalawa,FIL
",",OTH
na,FIL
kesyo,FIL
si,FIL
Ellen,OTH
ay,FIL
sabik,FIL
sa,FIL
romansa,FIL
ni,FIL
Derek,OTH
",",OTH
na,FIL
kesyo,FIL
si,FIL
Derek,OTH
daw,FIL
ay,FIL
takam,FIL
na,FIL
takam,FIL
naman,FIL
sa,FIL
alindog,FIL
ni,FIL
Ellen,OTH
.,OTH
At,FIL
saka,FIL
ang,FIL
lahat,FIL
ng,FIL
Aking,FIL
mga,FIL
sinabi,FIL
at,FIL
ibinahagi,FIL
ay,FIL
hindi,FIL
tulad,FIL
ng,FIL
sa,FIL
kanino,FIL
man,FIL
",",OTH
at,FIL
hindi,FIL
pa,FIL
nasasabi,FIL
ninuman,FIL
.,OTH
Tigil,FIL
face-to-face,ENG
class,ENG
Hindi,FIL
na,FIL
rin,FIL
pinayagan,FIL
ni,FIL
Pangulong,FIL
Duterte,OTH
ang,FIL
face,ENG
to,ENG
face,ENG
classes,ENG
kaya,FIL
nabuo,FIL
ng,FIL
Department,OTH
of,ENG
Education,OTH
ang,FIL
online,ENG
at,FIL
modular,ENG
learning,ENG
method,ENG
para,FIL
masiguro,FIL
ang,FIL
kaligtasan,FIL
ng,FIL
lahat,FIL
ng,FIL
mga,FIL
estudyante,FIL
sa,FIL
bansa,FIL
.,OTH
Kaya,FIL
ang,FIL
payo,FIL
nila,FIL
sa,FIL
mga,FIL
follower,ENG
nila,FIL
sa,FIL
YouTube,OTH
",",OTH
palaging,FIL
magsuot,FIL
ng,FIL
face,ENG
mask,ENG
",",OTH
face,ENG
shield,ENG
",",OTH
at,FIL
maghugas,FIL
ng,FIL
kamay,FIL
",",OTH
at,FIL
huwag,FIL
dumikit,FIL
sa,FIL
mga,FIL
tao,FIL
.,OTH
Ang,FIL
galing,FIL
po,FIL
nyu,FIL
mag,FIL
kwento,FIL
at,FIL
mag,FIL
search,ENG
.,OTH
Napaka,FIL
linaw,FIL
ng,FIL
pagpapaliwanag,FIL
nyu,FIL
.,OTH
Ang,FIL
Camiguin,FIL
ay,FIL
isang,FIL
maliit,FIL
na,FIL
pulong,FIL
.,OTH
Ang,FIL
pagnanakaw,FIL
umano,FIL
ng,FIL
motorsiklo,FIL
ay,FIL
may,FIL
pinakamalaking,FIL
binaba,FIL
",",OTH
mula,FIL
2,OTH
",",OTH
210,OTH
kaso,FIL
patungo,FIL
sa,FIL
786,OTH
.,OTH
Patayin,FIL
mga,FIL
pulis,FIL
na,FIL
yan,FIL
",",OTH
salot,FIL
.,OTH
Kong,FIL
ipakulong,FIL
mo,FIL
LAHAT,FIL
ng,FIL
kawatan,FIL
SA,FIL
gobyerno,FIL
mauubos,FIL
ang,FIL
senador,FIL
at,FIL
congressman,ENG
",",OTH
papayag,FIL
ba,FIL
silang,FIL
makulong,FIL
",",OTH
gusto,FIL
molang,FIL
mauto,FIL
ang,FIL
taong,FIL
bayan,FIL
",",OTH
HND,FIL
nyo,FIL
maluluko,FIL
ang,FIL
taong,FIL
bayan,FIL
ang,FIL
hirap,FIL
maging,FIL
socially-drained,ENG
",",OTH
naaapektuhan,FIL
ko,FIL
mga,FIL
tao,FIL
sa,FIL
paligid,FIL
ko,FIL
May,FIL
"""",OTH
S,OTH
"""",OTH
sa,FIL
pangalan,FIL
ko,FIL
?,OTH
Ang,FIL
antokin,FIL
ko,FIL
ngayong,FIL
araw,FIL
mygaaddd,OTH
!,OTH
Sinasabi,FIL
ng,FIL
ibang,FIL
tao,FIL
",",OTH
Napakaraming,FIL
ginawa,FIL
ni,FIL
Pablo,OTH
para,FIL
sa,FIL
Diyos,FIL
",",OTH
bakit,FIL
hindi,FIL
siya,FIL
naalaala,FIL
ng,FIL
Diyos,FIL
?,OTH
Naging,FIL
masaklap,FIL
naman,FIL
para,FIL
sa,FIL
Golden,OTH
Stags,OTH
ang,FIL
nakuhang,FIL
pagkatalo,FIL
nang,FIL
bumagsak,FIL
sila,FIL
sa,FIL
3-6,OTH
kartada,FIL
para,FIL
sa,FIL
huli,FIL
nilang,FIL
laro,FIL
sa,FIL
elimination,ENG
round,ENG
at,FIL
tuluyan,FIL
na,FIL
silang,FIL
matanggal,FIL
sa,FIL
play-in,ENG
stage,ENG
",",OTH
base,ENG
sa,FIL
quotient,ENG
system,ENG
.,OTH
Ang,FIL
pangalan,FIL
niya,FIL
ay,FIL
Aurora,OTH
at,FIL
mukhang,FIL
siya,FIL
ang,FIL
anak,FIL
ng,FIL
karakter,FIL
na,FIL
si,FIL
Don,OTH
Ignacio,OTH
",",OTH
na,FIL
ginagampanan,FIL
naman,FIL
ni,FIL
Tommy,OTH
Abuel,OTH
.,OTH
Isayaw,FIL
mo,FIL
akooo,FIL
",",OTH
sa,FIL
gitna,FIL
nang,FIL
ulan,FIL
mahal,FIL
kooo,FIL
Naniniwala,FIL
po,FIL
ba,FIL
kayo,FIL
sa,FIL
sukob,FIL
?,OTH
I,ENG
feel,ENG
so,ENG
kilig,FIL
makakapag,FIL
ipon,FIL
na,FIL
ako,FIL
ng,FIL
todo,FIL
hindi,FIL
ko,FIL
hahayaan,FIL
ang,FIL
evil,ENG
tignan,FIL
mo,FIL
naman,FIL
icon,ENG
ko,FIL
kinakabahan,FIL
ako,FIL
sa,FIL
long,ENG
test,ENG
nato,FIL
Aniya,FIL
",",OTH
kinakailangan,FIL
pa,FIL
rin,FIL
ang,FIL
ibayong,FIL
pag-iingat,FIL
at,FIL
ayaw,FIL
na,FIL
niyang,FIL
bumalik,FIL
sila,FIL
sa,FIL
sitwasyon,FIL
na,FIL
sumusundo,FIL
sila,FIL
ng,FIL
mga,FIL
pasyente,FIL
at,FIL
nagsasagawa,FIL
ng,FIL
contact,ENG
tracing,ENG
bakit,FIL
diniyo,FIL
masabi,FIL
kung,FIL
sino,FIL
yung,FIL
mga,FIL
pulis,FIL
na,FIL
yun,FIL
?,OTH
Alagaan,FIL
mo,FIL
kayong,FIL
dalawa,FIL
.,OTH
Humility,ENG
Isang,FIL
bahagi,FIL
lang,FIL
tayo,FIL
ng,FIL
7,OTH
bilyong,FIL
tao,FIL
sa,FIL
mundo,FIL
kaya,FIL
isang,FIL
maliit,FIL
na,FIL
butil,FIL
lang,FIL
tayo,FIL
sa,FIL
kalawakan,FIL
.,OTH
Bigyan,FIL
niyo,FIL
ako,FIL
ng,FIL
pag-asa,FIL
.,OTH
Ayon,FIL
kay,FIL
Yap,OTH
",",OTH
hindi,FIL
natatapos,FIL
ang,FIL
trabaho,FIL
ng,FIL
Appropriations,OTH
Committee,OTH
sa,FIL
pag-apruba,FIL
at,FIL
pagsasabatas,FIL
ng,FIL
budget,ENG
.,OTH
Kung,FIL
wala,FIL
pwede,FIL
po,FIL
ba,FIL
kayo,FIL
gumawa,FIL
ng,FIL
tiktok,OTH
account,ENG
?,OTH
tapos,FIL
naalala,FIL
ko,FIL
pa,FIL
nung,FIL
nag,FIL
extend,ENG
ako,FIL
ng,FIL
2,OTH
hrs,OTH
sa,FIL
com,OTH
shop,ENG
non,FIL
kasi,FIL
hindi,FIL
ko,FIL
mahanap,FIL
yung,FIL
fb,OTH
ng,FIL
hinayupak,FIL
!,OTH
Yan,FIL
ang,FIL
hirap,FIL
sa,FIL
ating,FIL
mga,FIL
tao,FIL
.,OTH
iniisip,FIL
lang,FIL
natin,FIL
ang,FIL
maging,FIL
masaya,FIL
.,OTH
inaalam,FIL
na,FIL
muna,FIL
dapat,FIL
kung,FIL
may,FIL
panganib,FIL
",",OTH
sa,FIL
lugar,FIL
na,FIL
pupuntahan,FIL
.,OTH
at,FIL
kung,FIL
may,FIL
mga,FIL
bantay,FIL
man,FIL
sa,FIL
lugar,FIL
",",OTH
dapat,FIL
bago,FIL
mag,FIL
umpisa,FIL
nag,FIL
paalala,FIL
na,FIL
.,OTH
kung,FIL
anung,FIL
nagaganap,FIL
doon,FIL
kung,FIL
may,FIL
ulang,FIL
sa,FIL
itaas,FIL
ng,FIL
lugar,FIL
.,OTH
aral,FIL
ito,FIL
sa,FIL
mga,FIL
manunuod,FIL
na,FIL
",",OTH
mahilig,FIL
mag,FIL
outing,ENG
.,OTH
Bat,FIL
parang,FIL
nadedeja,OTH
vu,ENG
ako,FIL
sa,FIL
mga,FIL
nangyayari,FIL
ngaun,FIL
?,OTH
Hindi,FIL
pa,FIL
uso,FIL
ang,FIL
pamba-bash,OTH
sa,FIL
social,ENG
media,ENG
nang,FIL
matikman,FIL
ng,FIL
OPM,FIL
icon,ENG
ang,FIL
kaliwat,FIL
kanang,FIL
panglalait,FIL
at,FIL
pang-aalipusta,FIL
nang,FIL
pasukin,FIL
niya,FIL
ang,FIL
entertainment,ENG
industry,ENG
.,OTH
"""",OTH
Mama,FIL
Guia,OTH
"""",OTH
ang,FIL
tawag,FIL
ng,FIL
mga,FIL
medical,ENG
worker,ENG
ng,FIL
Kings,OTH
County,OTH
Hospital,OTH
",",OTH
sa,FIL
pumanaw,FIL
na,FIL
si,FIL
Maria,OTH
Guia,OTH
Cabillon,OTH
",",OTH
ang,FIL
head,ENG
nurse,ENG
ng,FIL
nabanggit,FIL
na,FIL
pagamutan,FIL
.,OTH
aba,OTH
",",OTH
ginoong,FIL
metawin,OTH
nilaplap,FIL
ka,FIL
ng,FIL
grasya,FIL
ang,FIL
labi,FIL
ni,FIL
bright,OTH
ay,FIL
sumasaiyo,FIL
bukod,FIL
kang,FIL
pinagpala,FIL
sa,FIL
babaeng,FIL
lahat,FIL
at,FIL
pinagpala,FIL
naman,FIL
ang,FIL
iyong,FIL
jowa,FIL
na,FIL
si,FIL
bright,OTH
.,OTH
Kung,FIL
ang,FIL
mismong,FIL
batas,FIL
ng,FIL
Diyos,FIL
ang,FIL
ipapatupad,FIL
dito,FIL
sa,FIL
ibabaw,FIL
ng,FIL
lupa,FIL
",",OTH
sigurado,FIL
na,FIL
walang,FIL
makaligtas,FIL
at,FIL
makakapasa,FIL
.,OTH
Kung,FIL
ganun,FIL
",",OTH
wala,FIL
talagang,FIL
aasahang,FIL
rule,ENG
of,ENG
law,ENG
sa,FIL
mga,FIL
Duterte,OTH
kapag,FIL
sila,FIL
at,FIL
mga,FIL
tao,FIL
nila,FIL
ang,FIL
sangkot,FIL
",",OTH
litanya,FIL
ni,FIL
De,OTH
Lima,OTH
.,OTH
Grabeee,FIL
",",OTH
ang,FIL
layo,FIL
na,FIL
ng,FIL
narating,FIL
ng,FIL
rupok,FIL
naten,FIL
hahahaha,OTH
!,OTH
Nakapagtala,FIL
ng,FIL
panibagong,FIL
malawakang,FIL
pagsabog,FIL
sa,FIL
Tonga,OTH
volcano,ENG
ang,FIL
Darwin,OTH
Volcanic,OTH
Ash,OTH
Advisory,OTH
Centre,OTH
.,OTH
Kahit,FIL
siya,FIL
nags-struggle,FIL
hello,ENG
",",OTH
mas,FIL
malakas,FIL
pa,FIL
signal,ENG
ng,FIL
data,ENG
ni,FIL
jungwon,OTH
kesa,FIL
sa,FIL
wi-fi,ENG
ng,FIL
hybe,OTH
ahh,OTH
Atty,OTH
Garret,OTH
bastos,FIL
ang,FIL
nakausap,FIL
niong,FIL
inerereklamo,FIL
ah,OTH
.,OTH
kung,FIL
gano,FIL
kapangit,FIL
ang,FIL
mukha,FIL
ganun,FIL
din,FIL
kapangit,FIL
ang,FIL
ugali,FIL
.,OTH
walang,FIL
breeding,ENG
!,OTH
mga,FIL
kulang,FIL
sa,FIL
kaalaman,FIL
at,FIL
sa,FIL
hirap,FIL
ng,FIL
buhay,FIL
sa,FIL
probinsya,FIL
kaya,FIL
umaasa,FIL
sa,FIL
mga,FIL
milagro,FIL
.,OTH
Paano,FIL
man,FIL
ako,FIL
maaaring,FIL
pahirapan,FIL
ng,FIL
mga,FIL
diyablong,FIL
iyon,FIL
",",OTH
alam,FIL
ko,FIL
na,FIL
gagabayan,FIL
ako,FIL
ng,FIL
Diyos,FIL
na,FIL
matiis,FIL
ang,FIL
lahat,FIL
ng,FIL
iyon,FIL
.,OTH
cong,FIL
wag,FIL
kang,FIL
